tick,block_id,erase_count,valid_pages,invalid_pages,retention_ticks,temp_c,rber,error_bits,uncorrectable
1436,1,41,1,0,4,41,0.000182,0,0
1436,2,40,3,3,28,42,0.000213,0,0
1436,3,39,3,3,22,43,0.000223,0,0
1436,4,37,3,3,40,39,0.000153,0,0
1436,5,38,3,3,11,42,0.000188,0,0
1497,0,43,1,2,25,40,0.000190,0,0
1497,1,42,1,5,49,38,0.000166,0,0
1497,2,42,2,3,15,43,0.000237,0,0
1497,3,41,4,1,10,41,0.000187,0,0
1497,4,39,3,3,20,42,0.000201,0,0
1497,5,40,4,0,4,42,0.000195,0,0
1558,0,45,5,1,15,41,0.000214,0,0
1558,1,45,0,0,4,39,0.000169,0,0
1558,2,44,3,3,26,38,0.000163,0,0
1558,3,43,4,2,10,40,0.000180,0,0
1558,4,40,2,4,21,41,0.000189,0,0
1558,5,41,1,5,37,39,0.000171,1,0
1618,0,46,1,5,34,40,0.000214,0,0
1618,1,46,4,2,27,42,0.000253,1,0
1618,2,46,2,0,9,43,0.000260,0,0
1618,3,45,3,3,15,40,0.000194,0,0
1618,4,41,2,4,52,38,0.000163,0,0
1618,5,44,3,1,4,41,0.000199,0,0
1678,0,48,4,2,23,38,0.000180,0,0
1678,1,48,4,1,10,40,0.000207,0,0
1678,2,48,0,0,4,42,0.000245,0,0
1678,3,46,0,6,41,43,0.000292,0,0
1678,4,43,5,1,16,42,0.000223,1,0
1678,5,45,2,4,29,43,0.000272,0,0
1738,0,50,4,1,14,42,0.000268,0,0
1738,1,50,0,0,3,42,0.000257,0,0
1738,2,49,4,2,20,42,0.000267,0,0
1738,3,48,1,5,39,39,0.000210,0,0
1738,4,45,2,4,9,41,0.000209,0,0
1738,5,46,4,2,27,42,0.000253,0,0
1798,0,51,3,3,44,42,0.000308,0,0
1798,1,51,3,3,22,42,0.000284,0,0
1798,2,51,0,0,4,42,0.000265,0,0
1798,3,50,4,2,10,42,0.000264,0,0
1798,4,47,1,5,27,43,0.000286,0,0
1798,5,48,4,2,16,40,0.000212,0,0
1858,0,53,1,5,16,39,0.000220,0,0
1858,1,53,1,0,4,40,0.000231,0,0
1858,2,52,5,1,29,41,0.000272,0,0
1858,3,51,2,4,35,39,0.000224,0,0
1858,4,49,2,4,22,39,0.000202,0,0
1858,5,50,4,2,11,39,0.000199,0,0
1919,0,54,3,3,60,41,0.000319,0,0
1919,1,55,0,0,1,42,0.000291,0,0
1919,2,53,3,3,13,38,0.000198,0,0
1919,3,54,2,2,19,38,0.000207,0,0
1919,4,51,2,4,25,40,0.000237,0,0
1919,5,52,5,1,7,39,0.000207,0,0
1979,0,56,3,0,3,39,0.000226,0,0
1979,1,56,4,2,14,43,0.000345,0,0
1979,2,56,2,0,8,39,0.000230,0,0
1979,3,55,1,5,33,40,0.000271,0,0
1979,4,53,2,4,27,42,0.000305,0,0
1979,5,53,3,3,39,43,0.000350,0,0
2039,0,58,5,0,12,43,0.000360,0,0
2039,1,58,0,0,2,43,0.000346,0,0
2039,2,57,2,4,31,38,0.000234,0,0
2039,3,57,5,1,7,40,0.000258,0,0
2039,4,54,1,5,44,42,0.000333,0,0
2039,5,55,2,4,25,42,0.000319,0,0
2100,0,59,2,4,26,43,0.000388,0,0
2100,1,60,2,0,7,39,0.000253,0,0
2100,2,59,4,2,20,40,0.000285,0,0
2100,3,59,1,0,1,39,0.000241,0,0
2100,4,57,3,3,14,41,0.000292,0,0
2100,5,56,3,3,32,42,0.000335,0,0
2160,0,61,3,3,38,43,0.000425,0,0
2160,1,61,3,3,20,41,0.000329,0,0
2160,2,61,5,0,8,40,0.000286,0,0
2160,3,61,0,0,3,42,0.000339,0,0
2160,4,59,3,3,14,40,0.000279,0,0
2160,5,57,1,5,44,42,0.000359,0,0
2221,0,64,2,0,9,40,0.000308,0,0
2221,1,63,4,0,4,38,0.000244,0,0
2221,2,63,5,1,14,41,0.000337,0,0
2221,3,62,1,5,19,42,0.000369,0,0
2221,4,60,0,6,41,41,0.000347,0,0
2221,5,59,3,3,35,43,0.000401,0,0
2282,0,65,2,4,35,38,0.000287,0,0
2282,1,65,5,1,14,41,0.000353,0,0
2282,2,65,2,0,8,38,0.000259,0,0
2282,3,64,1,5,25,39,0.000297,0,0
2282,4,63,2,0,2,40,0.000293,0,0
2282,5,60,3,3,20,42,0.000354,1,0
2342,0,67,2,1,26,38,0.000291,0,0
2342,1,66,2,4,21,41,0.000371,0,0
2342,2,66,1,5,44,40,0.000367,0,0
2342,3,66,3,1,9,40,0.000322,1,0
2342,4,65,3,0,3,40,0.000308,0,0
2342,5,62,4,2,16,42,0.000365,0,0
2402,0,68,2,4,44,42,0.000464,0,0
2402,1,68,2,4,27,39,0.000328,0,0
2402,2,68,4,1,9,40,0.000337,1,0
2402,3,68,2,1,21,41,0.000388,0,0
2402,4,67,2,4,16,43,0.000451,0,0
2402,5,63,3,1,4,41,0.000325,0,0
2462,0,70,2,4,36,43,0.000519,0,0
2462,1,70,3,3,25,42,0.000453,0,0
2462,2,69,2,4,41,40,0.000388,0,0
2462,3,69,3,3,19,38,0.000296,0,0
2462,4,70,1,0,5,41,0.000382,0,0
2462,5,64,4,2,12,38,0.000257,1,0
2523,0,72,2,4,32,43,0.000534,0,0
2523,1,72,4,1,14,40,0.000375,0,0
2523,2,71,1,5,26,40,0.000384,0,0
2523,3,71,5,1,9,39,0.000327,0,0
2523,4,72,0,0,3,40,0.000359,0,0
2523,5,65,3,3,20,41,0.000361,0,0
2584,0,74,4,2,17,40,0.000396,0,0
2584,1,74,3,0,6,38,0.000314,0,0
2584,2,74,0,0,1,42,0.000450,0,0
2584,3,72,2,4,40,38,0.000341,0,0
2584,4,73,4,2,12,40,0.000380,1,0
2584,5,67,2,4,23,40,0.000348,0,0
2643,0,76,1,1,11,40,0.000403,0,0
2643,1,75,2,4,36,38,0.000358,0,0
2643,2,75,5,0,5,38,0.000319,0,0
2643,3,74,2,4,23,39,0.000368,0,0
2643,4,74,3,3,17,42,0.000479,0,0
2643,5,69,2,4,29,39,0.000338,0,0
2704,0,78,2,0,8,43,0.000553,0,0
2704,1,77,2,4,20,40,0.000426,0,0
2704,2,77,4,2,14,43,0.000554,0,0
2704,3,76,2,0,2,41,0.000428,0,0
2704,4,75,1,5,38,43,0.000581,0,0
2704,5,71,4,2,26,41,0.000422,0,0
2764,0,80,0,0,3,41,0.000466,0,0
2764,1,79,3,2,14,43,0.000577,0,0
2764,2,78,1,5,45,42,0.000576,0,0
2764,3,78,5,1,20,39,0.000395,0,0
2764,4,77,3,3,9,41,0.000449,0,0
2764,5,72,3,3,27,38,0.000325,0,0
2824,0,81,4,0,4,43,0.000578,0,0
2824,1,81,2,4,20,38,0.000382,1,0
2824,2,81,3,0,9,38,0.000366,0,0
2824,3,79,1,5,27,41,0.000501,0,0
2824,4,78,1,5,45,41,0.000524,0,0
2824,5,74,4,2,15,43,0.000523,0,0
2885,0,83,3,3,23,42,0.000588,0,0
2885,1,83,1,2,18,43,0.000635,0,0
2885,2,83,0,0,1,40,0.000446,0,0
2885,3,80,1,5,60,40,0.000521,0,0
2885,4,80,5,1,7,40,0.000431,0,0
2885,5,76,5,1,13,41,0.000447,0,0
2945,0,85,3,2,22,39,0.000457,0,0
2945,1,85,0,0,3,42,0.000566,1,0
2945,2,84,1,5,39,38,0.000434,1,0
2945,3,82,3,3,15,39,0.000420,1,0
2945,4,82,6,0,9,41,0.000497,0,0
2945,5,77,2,4,28,40,0.000439,0,0
3005,0,87,4,2,28,38,0.000442,0,0
3005,1,87,6,0,9,39,0.000452,0,0
3005,2,87,0,0,3,38,0.000402,0,0
3005,3,83,1,5,41,42,0.000627,0,0
3005,4,83,3,3,16,38,0.000391,0,0
3005,5,78,1,5,35,39,0.000418,1,0
3066,0,89,4,0,18,42,0.000647,0,0
3066,1,88,3,3,30,40,0.000548,0,0
3066,2,89,0,0,1,43,0.000666,0,0
3066,3,86,2,4,13,40,0.000496,0,0
3066,4,85,5,1,7,42,0.000575,0,0
3066,5,79,1,5,53,42,0.000604,1,0
3126,0,91,0,0,1,38,0.000429,1,0
3126,1,90,2,4,30,43,0.000758,0,0
3126,2,90,2,2,12,40,0.000532,0,0
3126,3,88,3,3,18,42,0.000635,0,0
3126,4,86,2,4,43,42,0.000669,0,0
3126,5,81,6,0,7,43,0.000585,0,0
3186,0,92,3,3,38,40,0.000608,0,0
3186,1,92,2,0,8,39,0.000494,0,0
3186,2,91,1,5,26,42,0.000691,0,0
3186,3,90,2,0,2,39,0.000465,0,0
3186,4,88,4,2,14,43,0.000688,0,0
3186,5,83,3,3,20,43,0.000639,0,0
3246,0,93,2,4,44,43,0.000841,0,0
3246,1,94,1,1,18,42,0.000709,1,0
3246,2,93,2,4,29,40,0.000599,0,0
3246,3,91,2,4,34,40,0.000588,0,0
3246,4,90,4,1,5,41,0.000570,0,0
3246,5,85,4,2,11,42,0.000584,0,0
3307,0,95,1,4,27,42,0.000746,0,0
3307,1,95,3,3,37,39,0.000581,0,0
3307,2,95,0,3,32,38,0.000519,0,0
3307,3,93,4,2,22,43,0.000777,0,0
3307,4,91,4,2,9,41,0.000589,0,0
3307,5,88,3,0,3,38,0.000409,0,0
3367,0,97,5,1,11,41,0.000661,0,0
3367,1,97,0,0,5,42,0.000711,0,0
3367,2,96,2,4,34,39,0.000585,1,0
3367,3,95,1,5,29,42,0.000751,0,0
3367,4,93,6,0,17,40,0.000573,0,0
3367,5,89,1,5,23,41,0.000599,0,0
3427,0,99,0,0,3,41,0.000664,0,0
3427,1,98,2,4,33,43,0.000884,0,0
3427,2,98,3,3,27,42,0.000786,0,0
3427,3,97,3,3,21,41,0.000687,2,1
3427,4,94,1,5,15,41,0.000637,0,0
3427,5,91,6,0,9,39,0.000487,0,0
3488,0,100,2,4,29,38,0.000560,0,0
3488,1,100,3,3,24,43,0.000885,1,0
3488,2,100,2,0,8,39,0.000569,0,0
3488,3,99,4,2,19,42,0.000777,0,0
3488,4,97,3,3,14,41,0.000669,0,0
3488,5,92,1,0,1,38,0.000437,0,0
3548,0,102,4,1,19,38,0.000558,0,0
3548,1,102,0,0,2,40,0.000633,0,0
3548,2,101,3,3,24,43,0.000901,0,0
3548,3,100,3,3,43,39,0.000648,0,0
3548,4,99,0,6,13,42,0.000759,1,0
3548,5,94,5,1,8,41,0.000620,0,0
3608,0,104,0,0,3,39,0.000597,0,0
3608,1,103,3,3,26,38,0.000583,0,0
3608,2,103,3,2,21,40,0.000692,0,0
3608,3,102,3,3,15,42,0.000805,0,0
3608,4,101,4,2,9,42,0.000774,0,0
3608,5,95,2,4,33,39,0.000573,0,0
3668,0,105,4,2,26,41,0.000802,0,0
3668,1,105,0,0,3,41,0.000735,0,0
3668,2,104,1,5,32,43,0.000976,0,0
3668,3,104,3,3,21,39,0.000640,1,0
3668,4,103,4,2,9,41,0.000727,1,0
3668,5,97,3,3,15,41,0.000672,0,0
3728,0,106,3,3,39,43,0.001034,0,0
3728,1,107,3,0,8,40,0.000704,0,0
3728,2,107,0,0,1,42,0.000828,0,0
3728,3,106,4,2,21,38,0.000601,0,0
3728,4,104,1,5,46,42,0.000932,0,0
3728,5,98,4,2,15,42,0.000752,1,0
3787,0,108,2,4,22,43,0.001004,0,0
3787,1,108,5,1,28,42,0.000933,0,0
3787,2,108,0,0,5,42,0.000855,0,0
3787,3,107,2,4,48,40,0.000815,1,0
3787,4,106,3,3,17,40,0.000717,0,0
3787,5,100,3,3,11,43,0.000843,0,0
3848,0,110,2,4,32,39,0.000735,0,0
3848,1,110,5,1,14,40,0.000756,0,0
3848,2,110,1,1,20,40,0.000773,0,0
3848,3,108,1,5,54,43,0.001125,0,0
3848,4,108,4,2,8,42,0.000866,1,0
3848,5,102,2,0,2,40,0.000633,0,0
3908,0,112,4,0,4,39,0.000683,1,0
3908,1,112,1,0,10,42,0.000930,0,0
3908,2,111,5,1,16,43,0.001030,0,0
3908,3,110,1,5,33,38,0.000670,0,0
3908,4,110,2,4,28,42,0.000964,1,0
3908,5,103,2,4,22,38,0.000574,0,0
3969,0,113,3,3,23,41,0.000902,0,0
3969,1,113,3,3,18,39,0.000732,1,0
3969,2,113,1,2,13,43,0.001051,1,0
3969,3,112,2,0,2,43,0.000991,0,0
3969,4,112,2,4,29,39,0.000750,0,0
3969,5,106,4,2,8,43,0.000922,0,0
4029,0,115,4,2,20,41,0.000920,1,0
4029,1,115,3,1,14,39,0.000744,0,0
4029,2,114,2,4,32,42,0.001042,1,0
4029,3,113,6,0,8,43,0.001031,0,0
4029,4,115,0,0,2,40,0.000781,0,0
4029,5,107,0,6,38,39,0.000715,0,0
4088,0,116,2,4,42,43,0.001225,0,0
4088,1,117,1,0,4,39,0.000738,0,0
4088,2,116,1,5,25,38,0.000715,2,1
4088,3,114,2,4,18,40,0.000818,0,0
4088,4,116,5,1,31,41,0.000973,0,0
4088,5,109,4,2,11,42,0.000890,0,0
4148,0,118,2,4,21,42,0.001064,0,0
4148,1,118,3,3,34,43,0.001228,0,0
4148,2,118,2,0,10,42,0.001021,0,0
4148,3,116,3,3,16,42,0.001013,0,0
4148,4,117,2,4,27,42,0.001072,0,0
4148,5,111,3,1,4,42,0.000894,1,0
4209,0,121,0,0,3,42,0.001039,0,0
4209,1,120,3,2,29,38,0.000772,0,0
4209,2,119,1,5,44,42,0.001174,0,0
4209,3,119,4,2,16,42,0.001060,0,0
4209,4,118,3,3,10,38,0.000697,0,0
4209,5,112,4,2,23,41,0.000888,0,0
4269,0,122,3,3,33,40,0.000976,1,0
4269,1,122,2,0,9,38,0.000737,1,0
4269,2,121,3,3,22,39,0.000840,1,0
4269,3,120,3,3,15,43,0.001179,2,1
4269,4,120,2,0,2,40,0.000842,0,0
4269,5,114,2,4,28,38,0.000701,0,0
4329,0,124,1,2,15,41,0.001034,0,0
4329,1,123,3,3,41,43,0.001356,0,0
4329,2,123,3,0,3,40,0.000884,0,0
4329,3,122,3,3,28,42,0.001160,0,0
4329,4,121,1,5,46,39,0.000915,0,0
4329,5,116,4,2,9,41,0.000896,1,0
4390,0,125,3,3,20,38,0.000804,0,0
4390,1,125,2,0,2,40,0.000907,0,0
4390,2,125,0,3,14,39,0.000864,0,0
4390,3,124,2,4,26,42,0.001186,0,0
4390,4,123,2,4,36,42,0.001211,2,1
4390,5,118,6,0,8,38,0.000692,0,0
4450,0,126,3,3,57,42,0.001361,0,0
4450,1,127,1,0,4,39,0.000855,0,0
4450,2,126,2,4,34,40,0.001038,0,0
4450,3,126,3,3,28,40,0.001016,1,0
4450,4,125,2,4,10,39,0.000851,0,0
4450,5,120,4,2,15,38,0.000732,0,0
4510,0,128,3,0,3,41,0.001046,0,0
4510,1,128,1,5,35,40,0.001073,0,0
4510,2,128,3,3,29,42,0.001270,0,0
4510,3,128,1,2,22,40,0.001023,0,0
4510,4,127,3,3,16,38,0.000815,0,0
4510,5,121,4,2,9,39,0.000799,1,0
4570,0,130,5,0,5,42,0.001193,0,0
4570,1,130,3,3,17,42,0.001250,1,0
4570,2,130,1,1,11,40,0.001009,0,0
4570,3,129,4,2,46,42,0.001368,0,0
4570,4,128,1,5,35,41,0.001180,2,1
4570,5,123,1,5,23,41,0.001050,0,0
4631,0,133,0,0,3,41,0.001122,0,0
4631,1,132,5,1,9,41,0.001133,0,0
4631,2,131,2,4,26,38,0.000895,0,0
4631,3,130,2,4,37,41,0.001223,0,0
4631,4,130,5,1,15,41,0.001127,0,0
4631,5,125,1,5,21,42,0.001181,0,0
4691,0,134,0,2,23,42,0.001351,0,0
4691,1,133,2,4,29,38,0.000931,0,0
4691,2,133,2,4,40,38,0.000968,0,0
4691,3,132,3,3,17,38,0.000878,0,0
4691,4,131,3,2,11,39,0.000931,0,0
4691,5,128,5,0,5,38,0.000792,0,0
4751,0,135,2,4,35,41,0.001301,0,0
4751,1,135,2,4,22,43,0.001502,0,0
4751,2,135,1,1,16,39,0.001003,1,0
4751,3,134,2,4,10,40,0.001063,0,0
4751,4,132,4,2,28,39,0.001006,0,0
4751,5,130,4,0,4,39,0.000893,0,0
4812,0,138,0,0,3,43,0.001454,0,0
4812,1,137,5,1,19,42,0.001387,0,0
4812,2,137,6,0,8,43,0.001463,1,0
4812,3,136,1,5,14,41,0.001221,0,0
4812,4,133,1,5,36,38,0.000954,0,0
4812,5,131,2,4,25,43,0.001436,0,0
4872,0,139,2,4,22,38,0.000984,0,0
4872,1,139,2,0,11,39,0.001038,2,1
4872,2,138,1,5,40,41,0.001380,1,0
4872,3,138,1,5,34,43,0.001634,2,1
4872,4,135,4,1,5,40,0.001057,0,0
4872,5,133,5,1,17,39,0.000979,0,0
4932,0,140,1,5,53,39,0.001225,0,0
4932,1,140,1,5,22,38,0.000998,1,0
4932,2,140,5,1,28,42,0.001493,0,0
4932,3,140,1,0,5,39,0.001028,0,0
4932,4,137,2,4,17,38,0.000940,0,0
4932,5,135,5,1,11,40,0.001082,2,1
4992,0,142,3,2,21,42,0.001494,0,0
4992,1,141,2,4,46,38,0.001102,1,0
4992,2,141,3,3,40,43,0.001738,3,1
4992,3,142,0,0,3,39,0.001047,0,0
4992,4,139,3,3,15,41,0.001276,1,0
4992,5,137,4,2,9,41,0.001214,1,0
5053,0,144,2,1,25,41,0.001415,1,0
5053,1,144,0,0,1,39,0.001067,0,0
5053,2,142,5,1,14,39,0.001093,0,0
5053,3,143,1,5,37,43,0.001765,0,0
5053,4,141,2,4,20,39,0.001104,0,0
5053,5,139,5,1,8,39,0.001026,0,0
5113,0,146,0,0,1,42,0.001457,0,0
5113,1,145,1,3,30,41,0.001460,0,0
5113,2,144,5,1,13,42,0.001488,0,0
5113,3,144,2,4,55,40,0.001430,0,0
5113,4,143,5,1,7,40,0.001186,0,0
5113,5,141,2,4,19,39,0.001100,1,0
5173,0,147,3,2,28,39,0.001229,0,0
5173,1,147,0,0,4,43,0.001643,0,0
5173,2,146,2,4,23,41,0.001442,0,0
5173,3,146,3,3,17,43,0.001706,0,0
5173,4,145,5,1,11,40,0.001236,1,0
5173,5,142,2,4,34,39,0.001177,2,1
5233,0,149,4,2,20,39,0.001224,0,0
5233,1,149,2,0,9,39,0.001174,0,0
5233,2,148,3,1,4,40,0.001250,0,0
5233,3,147,1,5,51,41,0.001614,0,0
5233,4,147,4,2,15,38,0.001065,0,0
5233,5,143,1,5,57,42,0.001720,0,0
5293,0,150,3,3,20,40,0.001364,0,0
5293,1,150,2,0,2,38,0.001052,0,0
5293,2,150,3,0,8,43,0.001734,1,0
5293,3,149,1,5,31,42,0.001697,0,0
5293,4,149,2,4,26,42,0.001666,1,0
5293,5,145,4,2,14,43,0.001665,0,0
5353,0,152,2,0,16,40,0.001378,0,0
5353,1,151,1,5,32,43,0.001922,0,0
5353,2,151,1,5,27,39,0.001289,0,0
5353,3,151,2,4,21,41,0.001525,0,0
5353,4,151,4,0,4,42,0.001572,0,0
5353,5,147,5,1,10,38,0.001044,0,0
5413,0,153,2,4,34,43,0.001984,0,0
5413,1,153,1,5,28,40,0.001459,1,0
5413,2,153,4,2,22,43,0.001899,0,0
5413,3,153,1,1,17,43,0.001864,0,0
5413,4,152,2,4,11,38,0.001117,0,0
5413,5,149,5,0,5,39,0.001156,0,0
5473,0,155,3,3,22,41,0.001609,2,1
5473,1,155,4,2,16,41,0.001573,0,0
5473,2,155,1,0,11,38,0.001159,0,0
5473,3,154,3,3,28,39,0.001343,1,0
5473,4,154,4,1,5,40,0.001354,0,0
5473,5,150,0,6,34,42,0.001737,1,0
5533,0,157,4,2,16,43,0.001951,0,0
5533,1,157,0,0,4,38,0.001156,0,0
5533,2,156,3,3,34,40,0.001547,0,0
5533,3,156,2,4,22,42,0.001792,0,0
5533,4,155,1,5,28,41,0.001645,0,0
5533,5,152,5,1,10,41,0.001481,0,0
5593,0,159,0,2,22,42,0.001858,0,0
5593,1,158,2,4,34,38,0.001310,2,1
5593,2,158,2,4,11,43,0.001937,0,0
5593,3,158,3,3,17,39,0.001354,0,0
5593,4,157,3,3,29,43,0.002047,0,0
5593,5,153,5,0,5,38,0.001105,0,0
5654,0,160,3,3,38,39,0.001498,0,0
5654,1,160,4,2,26,38,0.001304,0,0
5654,2,161,0,0,1,39,0.001319,1,0
5654,3,160,2,1,14,38,0.001246,0,0
5654,4,158,1,5,44,41,0.001807,1,0
5654,5,155,5,1,8,40,0.001387,0,0
5714,0,162,4,2,10,42,0.001840,1,0
5714,1,162,3,3,22,42,0.001926,0,0
5714,2,162,3,3,16,40,0.001556,0,0
5714,3,162,1,0,4,43,0.001977,0,0
5714,4,160,1,5,33,40,0.001618,1,0
5714,5,156,3,3,28,42,0.001832,0,0
5774,0,163,2,4,36,43,0.002256,0,0
5774,1,164,1,1,24,38,0.001357,0,0
5774,2,163,3,3,42,38,0.001431,1,0
5774,3,163,2,4,17,40,0.001581,1,0
5774,4,163,4,1,5,38,0.001247,0,0
5774,5,158,3,3,11,38,0.001203,1,0
5835,0,166,2,1,14,39,0.001472,0,0
5835,1,165,5,1,9,38,0.001297,0,0
5835,2,165,3,3,20,38,0.001353,0,0
5835,3,165,2,4,26,40,0.001674,0,0
5835,4,165,2,1,4,41,0.001693,0,0
5835,5,159,1,5,32,39,0.001448,1,0
5896,0,168,2,0,8,40,0.001619,0,0
