tick,block_id,erase_count,valid_pages,invalid_pages,retention_ticks,temp_c,rber,error_bits,uncorrectable,error_bits_rolling_mean,rber_rolling_mean,error_bits_slope,rber_slope,garbage_ratio,cycles_until_failure,rul_censored
6198,0,177,0,3,18,43,0.002479,1,0,1.0,0.0022646666666666666,0.0,-2.8000000000000247e-05,0.9999999996666666,,1
6258,0,179,0,2,13,42,0.00226,1,0,1.0,0.0024153333333333336,0.0,-0.000219,0.9999999995,,1
6319,0,180,3,3,20,39,0.001763,1,0,1.0,0.002167333333333333,0.0,-0.0004969999999999998,0.49999999991666666,,1
6380,0,182,2,4,23,38,0.001656,0,0,0.6666666666666666,0.001893,-1.0,-0.00010700000000000011,0.6666666665555555,,1
6439,0,184,4,2,22,42,0.002469,1,0,0.6666666666666666,0.0019626666666666664,1.0,0.0008129999999999999,0.33333333327777775,,1
6498,0,186,2,0,12,39,0.001824,0,0,0.3333333333333333,0.001983,-1.0,-0.0006449999999999997,0.0,,1
6558,0,187,4,2,41,40,0.002256,0,0,0.3333333333333333,0.0021829999999999996,0.0,0.0004320000000000001,0.33333333327777775,,1
6618,0,189,2,0,17,40,0.002111,0,0,0.0,0.0020636666666666668,0.0,-0.00014500000000000016,0.0,,1
6679,0,191,2,1,13,38,0.001755,0,0,0.0,0.0020406666666666668,0.0,-0.000356,0.3333333332222222,,1
6738,0,193,0,0,5,38,0.001736,1,0,0.3333333333333333,0.001867333333333333,1.0,-1.9000000000000137e-05,0.0,,1
6798,0,194,2,0,2,41,0.002308,1,0,0.6666666666666666,0.0019329999999999998,0.0,0.0005720000000000002,0.0,,1
6858,0,195,3,3,39,43,0.003241,1,0,1.0,0.002428333333333333,0.0,0.0009329999999999998,0.49999999991666666,,1
6918,0,197,4,1,20,43,0.003086,1,0,1.0,0.0028783333333333334,0.0,-0.00015499999999999976,0.19999999996,,1
6978,0,198,2,4,46,43,0.003424,0,0,0.6666666666666666,0.003250333333333333,-1.0,0.00033799999999999976,0.6666666665555555,,1
7039,0,200,3,3,24,41,0.002668,0,0,0.3333333333333333,0.0030593333333333327,0.0,-0.0007560000000000002,0.49999999991666666,,1
7099,0,201,3,3,38,40,0.002577,0,0,0.0,0.0028896666666666667,0.0,-9.099999999999994e-05,0.49999999991666666,,1
7159,0,203,6,0,18,42,0.002957,1,0,0.3333333333333333,0.002734,1.0,0.00038000000000000013,0.0,,1
7218,0,205,0,0,5,42,0.002868,0,0,0.3333333333333333,0.002800666666666666,-1.0,-8.90000000000001e-05,0.0,,1
54,1,1,6,0,22,38,2.9e-05,0,0,0.0,2.9e-05,0.0,0.0,0.0,138.0,0
113,1,3,1,0,5,41,4e-05,0,0,0.0,3.45e-05,0.0,1.1000000000000003e-05,0.0,136.0,0
173,1,4,2,4,24,43,5.5e-05,0,0,0.0,4.133333333333333e-05,0.0,1.4999999999999999e-05,0.6666666665555555,135.0,0
233,1,6,4,2,23,42,5.5e-05,0,0,0.0,5e-05,0.0,0.0,0.33333333327777775,133.0,0
293,1,8,1,0,5,40,4.7e-05,0,0,0.0,5.233333333333334e-05,0.0,-8.000000000000005e-06,0.0,131.0,0
353,1,9,2,4,26,40,5.4e-05,0,0,0.0,5.2e-05,0.0,7.000000000000001e-06,0.6666666665555555,130.0,0
413,1,11,5,1,19,40,5.8e-05,0,0,0.0,5.2999999999999994e-05,0.0,4.000000000000002e-06,0.16666666663888888,128.0,0
473,1,13,4,0,6,39,5.5e-05,0,0,0.0,5.566666666666667e-05,0.0,-2.9999999999999984e-06,0.0,126.0,0
533,1,15,3,0,7,43,8.8e-05,0,0,0.0,6.7e-05,0.0,3.2999999999999996e-05,0.0,124.0,0
593,1,16,2,4,40,41,8.6e-05,0,0,0.0,7.633333333333332e-05,0.0,-1.9999999999999944e-06,0.6666666665555555,123.0,0
652,1,18,0,0,4,39,6.8e-05,0,0,0.0,8.066666666666666e-05,0.0,-1.8000000000000004e-05,0.0,121.0,0
713,1,20,0,0,3,40,8e-05,0,0,0.0,7.8e-05,0.0,1.2000000000000007e-05,0.0,119.0,0
773,1,21,2,2,27,39,8.3e-05,0,0,0.0,7.699999999999999e-05,0.0,2.9999999999999916e-06,0.499999999875,118.0,0
833,1,23,1,1,20,41,0.000106,0,0,0.0,8.966666666666666e-05,0.0,2.3000000000000003e-05,0.49999999975,116.0,0
894,1,24,2,4,40,39,9.8e-05,0,0,0.0,9.566666666666666e-05,0.0,-8.000000000000005e-06,0.6666666665555555,115.0,0
954,1,26,2,4,33,40,0.000113,0,0,0.0,0.00010566666666666667,0.0,1.4999999999999999e-05,0.6666666665555555,113.0,0
1015,1,28,2,4,37,38,0.000102,0,0,0.0,0.00010433333333333333,0.0,-1.0999999999999996e-05,0.6666666665555555,111.0,0
1074,1,30,1,0,4,43,0.000155,1,0,0.3333333333333333,0.00012333333333333334,1.0,5.3e-05,0.0,109.0,0
1134,1,31,2,4,34,39,0.000123,0,0,0.3333333333333333,0.00012666666666666666,-1.0,-3.199999999999999e-05,0.6666666665555555,108.0,0
1195,1,34,3,0,8,39,0.000123,0,0,0.3333333333333333,0.00013366666666666667,0.0,0.0,0.0,105.0,0
1256,1,36,1,1,7,43,0.000192,0,0,0.0,0.000146,0.0,6.9e-05,0.49999999975,103.0,0
1316,1,37,3,3,33,39,0.000149,1,0,0.3333333333333333,0.00015466666666666667,1.0,-4.3000000000000015e-05,0.49999999991666666,102.0,0
1376,1,39,1,1,15,43,0.000217,0,0,0.3333333333333333,0.000186,-1.0,6.8e-05,0.49999999975,100.0,0
1436,1,41,1,0,4,41,0.000182,0,0,0.3333333333333333,0.00018266666666666667,0.0,-3.499999999999998e-05,0.0,98.0,0
1497,1,42,1,5,49,38,0.000166,0,0,0.0,0.00018833333333333332,0.0,-1.600000000000001e-05,0.8333333331944445,97.0,0
1558,1,45,0,0,4,39,0.000169,0,0,0.0,0.00017233333333333334,0.0,2.9999999999999916e-06,0.0,94.0,0
1618,1,46,4,2,27,42,0.000253,1,0,0.3333333333333333,0.000196,1.0,8.400000000000004e-05,0.33333333327777775,93.0,0
1678,1,48,4,1,10,40,0.000207,0,0,0.3333333333333333,0.00020966666666666668,-1.0,-4.6000000000000034e-05,0.19999999996,91.0,0
1738,1,50,0,0,3,42,0.000257,0,0,0.3333333333333333,0.00023899999999999998,0.0,5.000000000000002e-05,0.0,89.0,0
1798,1,51,3,3,22,42,0.000284,0,0,0.0,0.00024933333333333334,0.0,2.7000000000000006e-05,0.49999999991666666,88.0,0
1858,1,53,1,0,4,40,0.000231,0,0,0.0,0.0002573333333333333,0.0,-5.3000000000000014e-05,0.0,86.0,0
1919,1,55,0,0,1,42,0.000291,0,0,0.0,0.0002686666666666667,0.0,6.000000000000002e-05,0.0,84.0,0
1979,1,56,4,2,14,43,0.000345,0,0,0.0,0.00028900000000000003,0.0,5.399999999999996e-05,0.33333333327777775,83.0,0
2039,1,58,0,0,2,43,0.000346,0,0,0.0,0.00032733333333333334,0.0,1.0000000000000243e-06,0.0,81.0,0
2100,1,60,2,0,7,39,0.000253,0,0,0.0,0.00031466666666666665,0.0,-9.299999999999998e-05,0.0,79.0,0
2160,1,61,3,3,20,41,0.000329,0,0,0.0,0.00030933333333333334,0.0,7.599999999999995e-05,0.49999999991666666,78.0,0
2221,1,63,4,0,4,38,0.000244,0,0,0.0,0.0002753333333333333,0.0,-8.499999999999998e-05,0.0,76.0,0
2282,1,65,5,1,14,41,0.000353,0,0,0.0,0.00030866666666666667,0.0,0.00010900000000000002,0.16666666663888888,74.0,0
2342,1,66,2,4,21,41,0.000371,0,0,0.0,0.0003226666666666667,0.0,1.8000000000000004e-05,0.6666666665555555,73.0,0
2402,1,68,2,4,27,39,0.000328,0,0,0.0,0.00035066666666666666,0.0,-4.3000000000000015e-05,0.6666666665555555,71.0,0
2462,1,70,3,3,25,42,0.000453,0,0,0.0,0.000384,0.0,0.000125,0.49999999991666666,69.0,0
2523,1,72,4,1,14,40,0.000375,0,0,0.0,0.0003853333333333333,0.0,-7.8e-05,0.19999999996,67.0,0
2584,1,74,3,0,6,38,0.000314,0,0,0.0,0.0003806666666666667,0.0,-6.100000000000002e-05,0.0,65.0,0
2643,1,75,2,4,36,38,0.000358,0,0,0.0,0.00034899999999999997,0.0,4.3999999999999985e-05,0.6666666665555555,64.0,0
2704,1,77,2,4,20,40,0.000426,0,0,0.0,0.000366,0.0,6.800000000000003e-05,0.6666666665555555,62.0,0
2764,1,79,3,2,14,43,0.000577,0,0,0.0,0.00045366666666666667,0.0,0.00015100000000000004,0.39999999992,60.0,0
2824,1,81,2,4,20,38,0.000382,1,0,0.3333333333333333,0.00046166666666666665,1.0,-0.00019500000000000002,0.6666666665555555,58.0,0
2885,1,83,1,2,18,43,0.000635,0,0,0.3333333333333333,0.0005313333333333334,-1.0,0.000253,0.6666666664444444,56.0,0
2945,1,85,0,0,3,42,0.000566,1,0,0.6666666666666666,0.0005276666666666667,1.0,-6.900000000000005e-05,0.0,54.0,0
3005,1,87,6,0,9,39,0.000452,0,0,0.3333333333333333,0.0005510000000000001,-1.0,-0.000114,0.0,52.0,0
3066,1,88,3,3,30,40,0.000548,0,0,0.3333333333333333,0.000522,0.0,9.6e-05,0.49999999991666666,51.0,0
3126,1,90,2,4,30,43,0.000758,0,0,0.0,0.000586,0.0,0.00021,0.6666666665555555,49.0,0
3186,1,92,2,0,8,39,0.000494,0,0,0.0,0.0006,0.0,-0.000264,0.0,47.0,0
3246,1,94,1,1,18,42,0.000709,1,0,0.3333333333333333,0.0006536666666666667,1.0,0.00021500000000000002,0.49999999975,45.0,0
3307,1,95,3,3,37,39,0.000581,0,0,0.3333333333333333,0.0005946666666666666,-1.0,-0.00012799999999999997,0.49999999991666666,44.0,0
3367,1,97,0,0,5,42,0.000711,0,0,0.3333333333333333,0.0006670000000000001,0.0,0.00013000000000000002,0.0,42.0,0
3427,1,98,2,4,33,43,0.000884,0,0,0.0,0.0007253333333333334,0.0,0.00017299999999999998,0.6666666665555555,41.0,0
3488,1,100,3,3,24,43,0.000885,1,0,0.3333333333333333,0.0008266666666666666,1.0,1.0000000000000243e-06,0.49999999991666666,39.0,0
3548,1,102,0,0,2,40,0.000633,0,0,0.3333333333333333,0.0008006666666666666,-1.0,-0.00025200000000000005,0.0,37.0,0
3608,1,103,3,3,26,38,0.000583,0,0,0.3333333333333333,0.0007003333333333333,0.0,-5.000000000000002e-05,0.49999999991666666,36.0,0
3668,1,105,0,0,3,41,0.000735,0,0,0.0,0.0006503333333333334,0.0,0.000152,0.0,34.0,0
3728,1,107,3,0,8,40,0.000704,0,0,0.0,0.000674,0.0,-3.0999999999999995e-05,0.0,32.0,0
3787,1,108,5,1,28,42,0.000933,0,0,0.0,0.0007906666666666666,0.0,0.00022900000000000004,0.16666666663888888,31.0,0
3848,1,110,5,1,14,40,0.000756,0,0,0.0,0.0007976666666666667,0.0,-0.00017699999999999997,0.16666666663888888,29.0,0
3908,1,112,1,0,10,42,0.00093,0,0,0.0,0.0008730000000000001,0.0,0.000174,0.0,27.0,0
3969,1,113,3,3,18,39,0.000732,1,0,0.3333333333333333,0.000806,1.0,-0.00019800000000000004,0.49999999991666666,26.0,0
4029,1,115,3,1,14,39,0.000744,0,0,0.3333333333333333,0.0008020000000000001,-1.0,1.1999999999999966e-05,0.2499999999375,24.0,0
4088,1,117,1,0,4,39,0.000738,0,0,0.3333333333333333,0.000738,0.0,-5.999999999999929e-06,0.0,22.0,0
4148,1,118,3,3,34,43,0.001228,0,0,0.0,0.0009033333333333334,0.0,0.0004899999999999999,0.49999999991666666,21.0,0
4209,1,120,3,2,29,38,0.000772,0,0,0.0,0.0009126666666666667,0.0,-0.0004559999999999999,0.39999999992,19.0,0
4269,1,122,2,0,9,38,0.000737,1,0,0.3333333333333333,0.0009123333333333332,1.0,-3.499999999999998e-05,0.0,17.0,0
4329,1,123,3,3,41,43,0.001356,0,0,0.3333333333333333,0.000955,-1.0,0.000619,0.49999999991666666,16.0,0
4390,1,125,2,0,2,40,0.000907,0,0,0.3333333333333333,0.001,0.0,-0.00044899999999999996,0.0,14.0,0
4450,1,127,1,0,4,39,0.000855,0,0,0.0,0.0010393333333333333,0.0,-5.200000000000007e-05,0.0,12.0,0
4510,1,128,1,5,35,40,0.001073,0,0,0.0,0.000945,0.0,0.00021799999999999999,0.8333333331944445,11.0,0
4570,1,130,3,3,17,42,0.00125,1,0,0.3333333333333333,0.0010593333333333334,1.0,0.00017700000000000007,0.49999999991666666,9.0,0
4631,1,132,5,1,9,41,0.001133,0,0,0.3333333333333333,0.001152,-1.0,-0.00011700000000000013,0.16666666663888888,7.0,0
4691,1,133,2,4,29,38,0.000931,0,0,0.3333333333333333,0.0011046666666666666,0.0,-0.00020199999999999992,0.6666666665555555,6.0,0
4751,1,135,2,4,22,43,0.001502,0,0,0.0,0.0011886666666666666,0.0,0.0005710000000000001,0.6666666665555555,4.0,0
4812,1,137,5,1,19,42,0.001387,0,0,0.0,0.0012733333333333331,0.0,-0.00011500000000000008,0.16666666663888888,2.0,0
4872,1,139,2,0,11,39,0.001038,2,1,0.6666666666666666,0.001309,2.0,-0.0003489999999999999,0.0,0.0,0
4932,1,140,1,5,22,38,0.000998,1,0,1.0,0.0011409999999999999,-1.0,-4.0000000000000105e-05,0.8333333331944445,,1
4992,1,141,2,4,46,38,0.001102,1,0,1.3333333333333333,0.0010459999999999998,0.0,0.00010399999999999993,0.6666666665555555,,1
5053,1,144,0,0,1,39,0.001067,0,0,0.6666666666666666,0.0010556666666666666,-1.0,-3.4999999999999875e-05,0.0,,1
5113,1,145,1,3,30,41,0.00146,0,0,0.3333333333333333,0.0012096666666666666,0.0,0.0003929999999999999,0.7499999998125,,1
5173,1,147,0,0,4,43,0.001643,0,0,0.0,0.00139,0.0,0.000183,0.0,,1
5233,1,149,2,0,9,39,0.001174,0,0,0.0,0.0014256666666666664,0.0,-0.000469,0.0,,1
5293,1,150,2,0,2,38,0.001052,0,0,0.0,0.0012896666666666666,0.0,-0.00012199999999999993,0.0,,1
