tick,block_id,erase_count,valid_pages,invalid_pages,retention_ticks,temp_c,rber,error_bits,uncorrectable
2759,5,76,3,3,14,39,0.000371,0,0
2819,0,79,1,1,20,40,0.000444,0,0
2819,1,79,0,0,1,39,0.000375,0,0
2819,2,78,1,5,25,40,0.000443,0,0
2819,3,78,6,0,7,41,0.000455,0,0
2819,4,78,4,2,14,42,0.000514,1,0
2819,5,77,3,3,31,43,0.000591,1,0
2878,0,81,0,0,4,40,0.000434,0,0
2878,1,80,3,3,29,41,0.000515,1,0
2878,2,80,4,2,18,41,0.000494,0,0
2878,3,79,1,5,41,42,0.000579,1,0
2878,4,79,3,3,24,38,0.000372,0,0
2878,5,79,4,2,11,38,0.000354,0,0
2938,0,83,0,0,3,38,0.000372,0,0
2938,1,82,5,1,8,38,0.000372,0,0
2938,2,82,4,2,15,42,0.000559,0,0
2938,3,81,2,4,35,38,0.000403,1,0
2938,4,80,2,4,41,43,0.000650,0,0
2938,5,80,2,4,29,40,0.000468,0,0
2998,0,84,4,2,10,39,0.000429,0,0
2998,1,84,4,2,22,41,0.000543,0,0
2998,2,84,1,0,4,40,0.000461,0,0
2998,3,83,2,4,27,41,0.000542,0,0
2998,4,82,3,3,16,41,0.000510,0,0
2998,5,81,1,5,47,40,0.000509,0,0
3058,0,86,1,1,25,42,0.000627,0,0
3058,1,85,3,3,31,39,0.000473,0,0
3058,2,85,1,5,42,43,0.000720,0,0
3058,3,85,2,4,18,38,0.000410,0,0
3058,4,84,4,2,11,38,0.000391,0,0
3058,5,83,4,1,5,39,0.000412,0,0
3119,0,88,0,0,1,43,0.000654,0,0
3119,1,87,2,4,18,41,0.000566,0,0
3119,2,87,3,3,25,41,0.000581,0,0
3119,3,87,3,0,6,40,0.000492,0,0
3119,4,86,5,1,12,39,0.000449,0,0
3119,5,84,2,4,32,41,0.000563,1,0
3179,0,89,6,0,18,38,0.000442,0,0
3179,1,89,2,0,2,40,0.000502,0,0
3179,2,89,1,0,8,38,0.000425,0,0
3179,3,88,0,6,24,41,0.000590,1,0
3179,4,88,5,1,13,38,0.000425,0,0
3179,5,86,1,5,36,38,0.000446,0,0
3238,0,91,0,0,3,41,0.000576,0,0
3238,1,90,2,4,29,38,0.000469,0,0
3238,2,90,3,3,22,43,0.000736,0,0
3238,3,90,5,0,9,41,0.000579,0,0
3238,4,89,1,5,41,42,0.000703,0,0
3238,5,88,4,2,15,39,0.000472,0,0
3297,0,92,3,2,10,41,0.000603,1,0
3297,1,92,1,2,16,42,0.000678,1,0
3297,2,91,1,5,43,43,0.000808,0,0
3297,3,91,2,4,23,41,0.000622,0,0
3297,4,91,4,2,36,41,0.000652,0,0
3297,5,90,4,1,5,40,0.000518,0,0
3358,0,93,2,4,44,39,0.000575,0,0
3358,1,94,5,1,14,38,0.000477,1,0
3358,2,94,5,1,9,39,0.000514,0,0
3358,3,94,0,0,4,43,0.000738,0,0
3358,4,92,2,4,39,41,0.000671,0,0
3358,5,91,1,5,20,39,0.000508,0,0
3418,0,95,4,2,34,43,0.000842,0,0
3418,1,96,1,0,10,42,0.000712,0,0
3418,2,95,2,4,39,43,0.000857,0,0
3418,3,95,2,4,17,39,0.000540,1,0
3418,4,93,2,4,45,41,0.000698,0,0
3418,5,94,4,1,5,40,0.000557,0,0
3479,0,98,0,0,3,41,0.000652,0,0
3479,1,97,3,3,30,39,0.000587,0,0
3479,2,97,1,5,19,38,0.000512,0,0
3479,3,97,5,0,14,38,0.000503,0,0
3479,4,95,4,2,9,38,0.000476,0,0
3479,5,95,2,4,36,43,0.000848,1,0
3539,0,99,1,5,32,38,0.000556,0,0
3539,1,99,5,0,14,42,0.000762,0,0
3539,2,98,1,5,57,40,0.000722,0,0
3539,3,99,0,0,3,39,0.000549,0,0
3539,4,97,4,2,20,42,0.000753,1,0
3539,5,97,4,2,9,38,0.000493,0,0
3599,0,101,2,2,26,43,0.000907,1,0
3599,1,101,0,0,2,42,0.000753,1,0
3599,2,100,3,3,20,41,0.000721,2,1
3599,3,100,4,2,14,40,0.000641,0,0
3599,4,98,1,5,38,38,0.000559,1,0
3599,5,99,5,1,8,43,0.000819,1,0
3659,0,103,2,0,14,39,0.000613,0,0
3659,1,102,4,2,32,42,0.000858,0,0
3659,2,102,5,1,9,39,0.000591,0,0
3659,3,102,2,0,3,39,0.000577,0,0
3659,4,100,1,5,26,42,0.000811,1,0
3659,5,100,1,5,20,42,0.000793,0,0
3719,0,105,2,0,6,40,0.000676,0,0
3719,1,104,4,2,24,39,0.000647,0,0
3719,2,103,2,4,50,39,0.000698,0,0
3719,3,103,4,2,19,42,0.000831,0,0
3719,4,102,2,4,13,39,0.000600,0,0
3719,5,102,1,0,1,42,0.000762,0,0
3779,0,106,3,3,20,38,0.000599,0,0
3779,1,106,2,0,14,39,0.000644,0,0
3779,2,105,1,0,1,43,0.000882,1,0
3779,3,105,3,3,26,40,0.000729,0,0
3779,4,104,5,1,8,41,0.000737,0,0
3779,5,103,1,5,32,40,0.000721,0,0
3839,0,108,0,0,1,38,0.000575,0,0
3839,1,107,5,1,12,43,0.000951,0,0
3839,2,106,2,4,30,39,0.000684,0,0
3839,3,107,3,1,7,42,0.000848,1,0
3839,4,106,3,3,18,40,0.000719,1,0
3839,5,105,2,4,24,40,0.000724,0,0
3899,0,109,2,1,14,39,0.000676,0,0
3899,1,109,0,0,2,43,0.000945,0,0
3899,2,108,6,0,8,43,0.000952,1,0
3899,3,108,2,4,25,42,0.000923,0,0
3899,4,107,1,5,38,43,0.001047,1,0
3899,5,108,4,2,20,40,0.000749,0,0
3959,0,111,0,0,2,40,0.000733,0,0
3959,1,110,2,4,30,39,0.000730,0,0
3959,2,109,2,4,25,41,0.000853,0,0
3959,3,110,5,1,14,40,0.000756,0,0
3959,4,109,4,2,8,40,0.000727,0,0
3959,5,110,2,2,20,38,0.000639,1,0
4019,0,113,1,1,10,41,0.000859,1,0
4019,1,112,3,3,22,40,0.000804,0,0
4019,2,110,2,4,39,38,0.000685,0,0
4019,3,112,4,2,16,42,0.000952,0,0
4019,4,111,4,1,5,42,0.000898,0,0
4019,5,111,1,5,33,39,0.000749,0,0
4081,0,115,0,0,1,40,0.000778,1,0
4081,1,114,3,3,22,43,0.001105,1,0
4081,2,112,2,4,17,42,0.000955,0,0
4081,3,114,4,2,12,38,0.000661,0,0
4081,4,112,2,4,33,40,0.000838,0,0
4081,5,114,4,0,7,42,0.000948,1,0
4141,0,116,2,4,39,41,0.001002,1,0
4141,1,116,3,1,20,39,0.000773,0,0
4141,2,114,1,5,14,41,0.000886,0,0
4141,3,115,5,1,26,41,0.000941,0,0
4141,4,114,4,2,8,38,0.000650,0,0
4141,5,116,0,0,2,42,0.000959,0,0
4201,0,118,2,0,7,40,0.000834,0,0
4201,1,117,3,3,50,43,0.001279,0,0
4201,2,117,1,0,1,38,0.000663,1,0
4201,3,117,2,4,20,40,0.000863,0,0
4201,4,115,1,5,32,42,0.001058,0,0
4201,5,117,6,0,14,40,0.000844,0,0
4260,0,119,2,4,27,38,0.000754,0,0
4260,1,119,5,1,22,41,0.000986,1,0
4260,2,118,4,2,11,39,0.000770,1,0
4260,3,119,1,0,5,43,0.001118,0,0
4260,4,117,3,3,17,39,0.000776,0,0
4260,5,118,0,6,34,41,0.001015,0,0
4321,0,120,1,5,53,40,0.001016,0,0
4321,1,121,5,1,27,41,0.001035,0,0
4321,2,120,4,2,16,38,0.000735,0,0
4321,3,120,2,4,37,42,0.001163,3,1
4321,4,119,3,3,11,42,0.001040,1,0
4321,5,121,0,0,4,43,0.001147,0,0
4381,0,123,1,0,6,40,0.000895,0,0
4381,1,122,2,4,40,38,0.000827,0,0
4381,2,122,3,3,17,38,0.000760,0,0
4381,3,122,4,2,23,43,0.001252,0,0
4381,4,121,4,2,12,38,0.000735,0,0
4381,5,121,1,5,64,43,0.001424,0,0
4442,0,124,3,3,13,41,0.001026,0,0
4442,1,124,3,3,31,38,0.000825,0,0
4442,2,123,2,4,48,38,0.000863,0,0
4442,3,124,4,1,7,43,0.001213,0,0
4442,4,123,3,3,19,43,0.001252,0,0
4442,5,124,0,0,2,41,0.000983,1,0
4502,0,126,2,4,45,43,0.001437,0,0
4502,1,125,2,4,52,43,0.001451,1,0
4502,2,125,3,0,3,40,0.000911,0,0
4502,3,125,3,3,21,43,0.001299,0,0
4502,4,125,5,1,9,40,0.000932,1,0
4502,5,126,0,2,15,38,0.000800,0,0
4563,0,128,3,0,6,40,0.000962,0,0
4563,1,127,4,2,17,40,0.000990,0,0
4563,2,128,0,0,1,39,0.000858,0,0
4563,3,126,1,5,53,39,0.001009,0,0
4563,4,127,4,2,12,42,0.001175,0,0
4563,5,127,3,3,28,40,0.001031,0,0
4622,0,130,1,1,10,41,0.001106,0,0
4622,1,129,4,0,4,42,0.001172,0,0
4622,2,129,4,2,22,38,0.000857,0,0
4622,3,127,1,5,54,38,0.000934,0,0
4622,4,128,3,3,47,43,0.001489,0,0
4622,5,129,2,4,16,42,0.001227,1,0
4682,0,131,3,3,28,42,0.001320,0,0
4682,1,130,4,2,34,39,0.001000,0,0
4682,2,131,1,1,8,43,0.001347,0,0
4682,3,130,2,0,2,39,0.000886,0,0
4682,4,130,4,2,15,39,0.000932,1,0
4682,5,130,1,5,40,40,0.001123,0,0
4742,0,133,2,0,15,38,0.000883,0,0
4742,1,132,3,0,3,42,0.001217,1,0
4742,2,132,1,5,33,39,0.001024,1,0
4742,3,131,3,3,21,38,0.000879,0,0
4742,4,132,1,5,27,43,0.001467,1,0
4742,5,132,5,1,9,39,0.000936,0,0
4802,0,135,1,1,10,41,0.001186,0,0
4802,1,133,2,4,27,41,0.001230,0,0
4802,2,134,4,2,22,40,0.001113,0,0
4802,3,133,2,4,16,40,0.001073,0,0
4802,4,134,4,1,5,38,0.000862,0,0
4802,5,133,2,4,33,40,0.001143,0,0
4863,0,136,3,3,39,41,0.001338,0,0
4863,1,136,4,2,11,40,0.001097,0,0
4863,2,135,2,4,28,40,0.001153,0,0
4863,3,136,1,0,5,42,0.001297,0,0
4863,4,135,4,2,17,40,0.001107,0,0
4863,5,135,1,5,23,38,0.000936,0,0
4924,0,138,3,3,19,41,0.001278,0,0
4924,1,138,1,0,1,38,0.000896,1,0
4924,2,138,3,0,7,40,0.001110,1,0
4924,3,137,4,2,13,40,0.001121,0,0
4924,4,137,3,3,25,41,0.001289,0,0
4924,5,136,1,5,60,41,0.001438,0,0
4984,0,140,5,0,8,39,0.001040,2,1
4984,1,139,2,4,38,38,0.001043,0,0
4984,2,140,0,0,2,40,0.001118,0,0
4984,3,138,2,4,32,43,0.001622,0,0
4984,4,139,4,2,14,43,0.001538,0,0
4984,5,138,2,4,26,42,0.001443,1,0
5044,0,142,3,0,9,40,0.001180,0,0
5044,1,141,3,3,36,43,0.001713,0,0
5044,2,141,2,4,22,40,0.001223,1,0
5044,3,140,3,3,15,40,0.001176,1,0
5044,4,141,3,0,3,39,0.001034,0,0
5044,5,139,1,5,29,42,0.001479,3,1
5104,0,143,3,3,26,42,0.001542,2,1
5104,1,143,6,0,14,42,0.001474,1,0
5104,2,143,2,0,7,42,0.001435,1,0
5104,3,142,1,0,1,42,0.001383,1,0
5104,4,142,2,4,32,41,0.001414,1,0
5104,5,141,1,5,20,43,0.001616,0,0
5163,0,145,2,0,10,39,0.001120,1,0
5163,1,144,1,5,35,41,0.001468,0,0
5163,2,144,3,3,16,39,0.001131,0,0
5163,3,143,1,5,29,42,0.001559,1,0
5163,4,144,4,2,23,41,0.001405,0,0
5163,5,143,4,1,5,42,0.001424,1,0
5223,0,147,1,1,8,39,0.001140,0,0
5223,1,146,4,2,27,41,0.001463,0,0
5223,2,146,3,0,3,38,0.001003,1,0
5223,3,145,3,3,21,39,0.001168,0,0
5223,4,145,1,5,40,41,0.001514,1,0
5223,5,144,3,3,15,43,0.001649,1,0
5283,0,148,2,4,26,41,0.001496,0,0
5283,1,148,3,2,10,43,0.001704,0,0
5283,2,148,2,1,15,39,0.001186,1,0
5283,3,146,2,4,51,39,0.001317,0,0
5283,4,147,4,1,5,40,0.001239,0,0
5283,5,146,2,4,21,41,0.001431,0,0
5343,0,150,4,1,17,43,0.001795,1,0
5343,1,150,0,0,3,42,0.001546,0,0
5343,2,149,3,3,42,39,0.001326,0,0
5343,3,148,2,4,29,42,0.001664,1,0
5343,4,148,1,5,23,42,0.001627,0,0
5343,5,148,5,1,10,39,0.001164,1,0
5403,0,152,0,0,1,39,0.001182,0,0
5403,1,151,4,2,21,39,0.001260,1,0
5403,2,151,3,0,8,42,0.001596,1,0
5403,3,150,3,3,14,43,0.001775,1,0
5403,4,150,3,3,27,38,0.001157,0,0
5403,5,149,2,4,33,42,0.001709,1,0
5463,0,153,4,2,14,43,0.001843,1,0
5463,1,153,2,0,9,42,0.001643,0,0
5463,2,152,1,5,50,40,0.001558,2,1
5463,3,152,3,3,25,40,0.001425,0,0
5463,4,152,3,0,3,39,0.001191,0,0
5463,5,151,2,4,20,39,0.001256,0,0
5522,0,154,2,4,50,38,0.001320,2,1
5522,1,154,4,2,12,43,0.001851,1,0
5522,2,154,2,4,19,42,0.001729,0,0
5522,3,154,5,1,25,39,0.001328,1,0
5522,4,154,0,0,5,39,0.001231,0,0
5522,5,152,2,4,32,42,0.001769,2,1
5583,0,157,3,0,13,39,0.001317,0,0
5583,1,156,2,4,29,43,0.002022,0,0
5583,2,156,3,3,24,40,0.001492,1,0
5583,3,155,2,3,8,43,0.001846,0,0
5583,4,155,2,4,19,38,0.001195,0,0
5583,5,154,3,0,3,41,0.001477,0,0
5643,0,159,1,1,22,42,0.001858,0,0
5643,1,158,3,3,34,40,0.001585,2,1
5643,2,158,3,2,16,40,0.001483,0,0
5643,3,156,2,4,28,39,0.001376,0,0
5643,4,157,3,0,3,39,0.001267,0,0
5643,5,155,3,3,10,39,0.001270,0,0
5703,0,160,3,3,20,43,0.002053,0,0
5703,1,160,2,0,13,39,0.001366,0,0
5703,2,159,2,4,39,41,0.001797,0,0
5703,3,158,5,1,7,42,0.001734,0,0
5703,4,159,0,0,1,38,0.001171,0,0
5703,5,157,3,3,27,38,0.001262,0,0
5762,0,162,2,0,10,40,0.001521,1,0
5762,1,161,1,5,28,42,0.001946,1,0
5762,2,161,2,4,23,39,0.001435,0,0
5762,3,159,4,0,4,43,0.001908,0,0
5762,4,161,2,4,17,43,0.002055,0,0
5762,5,158,4,2,34,40,0.001585,0,0
5822,0,163,4,2,40,43,0.002289,0,0
5822,1,163,2,4,28,41,0.001812,0,0
5822,2,163,1,5,22,40,0.001611,2,1
5822,3,160,4,2,15,41,0.001665,0,0
5822,4,163,2,0,8,38,0.001262,0,0
5822,5,160,2,0,2,41,0.001583,0,0
5883,0,166,2,0,6,43,0.002089,0,0
